,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,Distance_category,Rarity_Price
8441,Audi,A6,2016,Sedan,62000.0,2000.0,Petrol,Automatic,20000.0,6,10333.333333333334,Middle mileage,Average rarity
8442,BMW,3 Series,1993,Sedan,250000.0,1800.0,Petrol,Manual,2499.0,29,8620.689655172413,Middle mileage,Average rarity
8443,Audi,Q3,2020,Crossover,6000.0,1984.0,Petrol,Automatic,29999.0,2,3000.0,Middle mileage,Average rarity
8444,Honda,CR-V,2010,Crossover,210000.0,2200.0,Diesel,Automatic,12800.0,12,17500.0,Middle mileage,Average rarity
8445,Opel,Zafira,2008,Minivan,180500.0,1600.0,Metan/Propan,Manual,5300.0,14,12892.857142857143,Middle mileage,Average rarity
8446,Fiat,Punto,2001,Hatchback,340000.0,1910.0,Diesel,Manual,1100.0,21,16190.47619047619,Middle mileage,Rare_Cheap
8447,Lexus,IS Series,2016,Sedan,175250.0,2494.0,Hybrid,Automatic,19700.0,6,29208.333333333332,High mileage,Average rarity
8448,Mercedes,E Class,2004,Sedan,191900.0,2148.0,Diesel,Automatic,9300.0,18,10661.111111111111,Middle mileage,Average rarity
8449,BMW,X5,2005,Crossover,11411.0,3000.0,Diesel,Automatic,7800.0,17,671.2352941176471,Middle mileage,Average rarity
8450,Nissan,Almera Tino,2005,Minivan,227000.0,1800.0,Petrol,Manual,2950.0,17,13352.941176470587,Middle mileage,Average rarity
8451,Ford,C-Max,2008,Crossover,180000.0,1800.0,Diesel,Manual,1900.0,14,12857.142857142857,Middle mileage,Average rarity
8452,Mercedes,E Class,2013,Sedan,120000.0,2200.0,Diesel,Automatic,13000.0,9,13333.333333333334,Middle mileage,Average rarity
8453,Toyota,Camry,2004,Sedan,300000.0,2400.0,Metan/Propan,Automatic,4500.0,18,16666.666666666668,Middle mileage,Average rarity
8454,Renault,Talisman,2016,Sedan,92000.0,1495.0,Diesel,Manual,11500.0,6,15333.333333333334,Middle mileage,Average rarity
8455,Citroen,Berlingo,2006,Combi,190000.0,1400.0,Metan/Propan,Manual,3300.0,16,11875.0,Middle mileage,Rare_Cheap
8456,BMW,3 Series,2000,Sedan,210564.0,2000.0,Diesel,Automatic,3250.0,22,9571.09090909091,Middle mileage,Average rarity
8457,Audi,Q5,2011,Crossover,99000.0,2000.0,Petrol,Automatic,15500.0,11,9000.0,Middle mileage,Average rarity
8458,KIA,Niro,2017,Crossover,123378.0,1591.0,Hybrid,Automatic,14700.0,5,24675.6,High mileage,Average rarity
8459,Mercedes,C Class,2012,Universal,235000.0,2200.0,Diesel,Manual,8500.0,10,23500.0,High mileage,Average rarity
8460,Mercedes,GL Class,2010,SUV,220000.0,3500.0,Diesel,Automatic,25000.0,12,18333.333333333332,Middle mileage,Average rarity
8461,Audi,A6,2013,Sedan,152000.0,1984.0,Petrol,Automatic,14000.0,9,16888.88888888889,Middle mileage,Average rarity
8462,BMW,3 Series,2013,Universal,187000.0,1995.0,Diesel,Manual,11300.0,9,20777.777777777777,High mileage,Average rarity
8463,Mercedes,C Class,1997,Sedan,400000.0,1998.0,Metan/Propan,Manual,3000.0,25,16000.0,Middle mileage,Average rarity
8464,Subaru,Forester,2005,Crossover,240000.0,2500.0,Petrol,Automatic,6200.0,17,14117.64705882353,Middle mileage,Rare_Cheap
8465,Lexus,RX Series,2013,Crossover,222500.0,3500.0,Hybrid,Automatic,27000.0,9,24722.222222222223,High mileage,Average rarity
8466,Audi,A5,2011,Sedan,190000.0,2000.0,Petrol,Automatic,12800.0,11,17272.727272727272,Middle mileage,Average rarity
8467,Volkswagen,Golf,2011,Hatchback,169000.0,1400.0,Petrol,Manual,8800.0,11,15363.636363636364,Middle mileage,Average rarity
8468,Dacia,Logan,2009,Sedan,292800.0,1400.0,Metan/Propan,Manual,2800.0,13,22523.076923076922,High mileage,Average rarity
8469,Volkswagen,Golf,2006,Hatchback,221000.0,1896.0,Diesel,Manual,5199.0,16,13812.5,Middle mileage,Average rarity
8470,Mercedes,B Class,2013,Hatchback,150000.0,1461.0,Diesel,Manual,9500.0,9,16666.666666666668,Middle mileage,Average rarity
8471,BMW,5 Series,1997,Sedan,407000.0,2490.0,Metan/Propan,Automatic,4100.0,25,16280.0,Middle mileage,Average rarity
8472,Mercedes,E Class,2012,Sedan,204000.0,1796.0,Petrol,Automatic,14999.0,10,20400.0,High mileage,Average rarity
8473,Hyundai,i30,2008,Hatchback,214000.0,1400.0,Metan/Propan,Manual,4300.0,14,15285.714285714286,Middle mileage,Average rarity
8474,Renault,Kangoo,2003,Combi,2365.0,1900.0,Diesel,Manual,1750.0,19,124.47368421052632,Middle mileage,Average rarity
8475,Jeep,Grand Cherokee,2004,SUV,284000.0,2700.0,Diesel,Automatic,8200.0,18,15777.777777777777,Middle mileage,Rare_Cheap
8476,Honda,CR-V,2008,Crossover,233000.0,2000.0,Petrol,Automatic,10500.0,14,16642.85714285714,Middle mileage,Average rarity
8477,Hyundai,i20,2015,Hatchback,142000.0,1100.0,Diesel,Manual,6300.0,7,20285.714285714286,High mileage,Average rarity
8478,Opel,Corsa,2003,Hatchback,200000.0,1200.0,Petrol,Automatic,2300.0,19,10526.315789473685,Middle mileage,Average rarity
8479,Renault,Laguna,2011,Sedan,195000.0,1500.0,Diesel,Manual,5300.0,11,17727.272727272728,Middle mileage,Average rarity
8480,Ford,Galaxy,2004,Minivan,300600.0,1900.0,Diesel,Manual,2399.0,18,16700.0,Middle mileage,Average rarity
8481,Mercedes,E Class,2012,Sedan,241777.0,1800.0,Metan/Propan,Automatic,11000.0,10,24177.7,High mileage,Average rarity
8482,Opel,Zafira,2002,Minivan,220000.0,1800.0,Metan/Propan,Manual,2850.0,20,11000.0,Middle mileage,Average rarity
8483,Renault,Kadjar,2017,SUV,129100.0,1500.0,Diesel,Automatic,12750.0,5,25820.0,High mileage,Average rarity
8484,BMW,X5,2015,Crossover,169000.0,3000.0,Diesel,Automatic,41500.0,7,24142.85714285714,High mileage,Average rarity
8485,BMW,5 Series,2015,Sedan,130000.0,2500.0,Diesel,Automatic,25500.0,7,18571.428571428572,Middle mileage,Average rarity
8486,Lexus,NX Series,2014,Crossover,130000.0,2500.0,Hybrid,Automatic,28000.0,8,16250.0,Middle mileage,Average rarity
8487,Nissan,Qashqai,2015,Crossover,173000.0,1500.0,Diesel,Manual,12100.0,7,24714.285714285714,High mileage,Average rarity
8488,Renault,Grand Scenic,2005,Microvan,200000.0,1500.0,Diesel,Manual,2999.0,17,11764.70588235294,Middle mileage,Average rarity
8489,Nissan,Qashqai,2017,Crossover,159000.0,1461.0,Diesel,Manual,14900.0,5,31800.0,High mileage,Average rarity
8490,BMW,3 Series,2003,Universal,250000.0,300.0,Diesel,Manual,2000.0,19,13157.894736842105,Middle mileage,Average rarity
8491,Renault,Grand Scenic,2009,Minivan,192155.0,1400.0,Petrol,Manual,5800.0,13,14781.153846153846,Middle mileage,Average rarity
8492,Mercedes,GLK Class,2011,Crossover,158000.0,2150.0,Diesel,Automatic,12500.0,11,14363.636363636364,Middle mileage,Average rarity
8493,Nissan,Note,2012,Hatchback,141000.0,1500.0,Diesel,Manual,5100.0,10,14100.0,Middle mileage,Average rarity
8494,Volkswagen,Golf,2015,Hatchback,98088.0,1800.0,Petrol,Manual,9999.0,7,14012.57142857143,Middle mileage,Average rarity
8495,Mercedes,E Class,2015,Sedan,245000.0,2500.0,Diesel,Automatic,18700.0,7,35000.0,High mileage,Average rarity
8496,Lexus,Es Series,2013,Sedan,160000.0,2500.0,Hybrid,Automatic,15900.0,9,17777.777777777777,Middle mileage,Average rarity
8497,Toyota,Prius,2008,Hatchback,222222.0,1600.0,Hybrid,Automatic,5500.0,14,15873.0,Middle mileage,Average rarity
8498,Volvo,V60,2014,Universal,357000.0,2400.0,Plug-in Hybrid,Automatic,9000.0,8,44625.0,High mileage,Average rarity
8499,Ford,Fiesta,2011,Hatchback,221000.0,1400.0,Diesel,Manual,4699.0,11,20090.909090909092,High mileage,Average rarity
8500,Opel,Combo,2007,Universal,263000.0,1300.0,Diesel,Manual,3800.0,15,17533.333333333332,Middle mileage,Average rarity
8501,BMW,5 Series,1997,Sedan,250000.0,2000.0,Petrol,Manual,3350.0,25,10000.0,Middle mileage,Average rarity
8502,Toyota,Aygo,2007,Hatchback,245000.0,1400.0,Diesel,Manual,3450.0,15,16333.333333333334,Middle mileage,Average rarity
8503,Renault,Scenic,2005,Microvan,222789.0,1500.0,Diesel,Manual,2999.0,17,13105.235294117647,Middle mileage,Average rarity
8504,Skoda,Fabia,2004,Universal,370000.0,1200.0,Metan/Propan,Manual,2850.0,18,20555.555555555555,High mileage,Average rarity
8505,Hyundai,Matrix,2005,Hatchback,270000.0,1500.0,Diesel,Manual,2650.0,17,15882.35294117647,Middle mileage,Average rarity
8506,Mercedes,Vito,2000,Minivan,299999.0,2200.0,Diesel,Manual,3999.0,22,13636.318181818182,Middle mileage,Average rarity
8507,Ford,Mondeo,1993,Sedan,299999.0,1600.0,Metan/Propan,Manual,1500.0,29,10344.793103448275,Middle mileage,Average rarity
8508,Chrysler,Sebring,2008,Sedan,248000.0,2700.0,Petrol,Automatic,4500.0,14,17714.285714285714,Middle mileage,Rare_Cheap
8509,Mercedes,Vito,1999,Minivan,208000.0,2300.0,Diesel,Manual,2999.0,23,9043.478260869566,Middle mileage,Average rarity
8510,Renault,Laguna,2011,Hatchback,205000.0,1500.0,Diesel,Manual,5300.0,11,18636.363636363636,Middle mileage,Average rarity
8511,Volkswagen,Golf,2010,Hatchback,190000.0,1400.0,Petrol,Automatic,7700.0,12,15833.333333333334,Middle mileage,Average rarity
8512,Renault,Grand Scenic,2014,Minivan,170000.0,1500.0,Diesel,Automatic,8100.0,8,21250.0,High mileage,Average rarity
8513,Opel,Insignia,2011,Universal,157000.0,2000.0,Diesel,Automatic,8000.0,11,14272.727272727272,Middle mileage,Average rarity
8514,Volkswagen,Golf,2010,Hatchback,188888.0,1400.0,Petrol,Manual,7500.0,12,15740.666666666666,Middle mileage,Average rarity
8515,Toyota,Corolla,2007,Sedan,202600.0,1600.0,Petrol,Automatic,6500.0,15,13506.666666666666,Middle mileage,Average rarity
8516,Volkswagen,Transporter,2005,Minivan,220123.0,1896.0,Diesel,Manual,5999.0,17,12948.411764705883,Middle mileage,Average rarity
8517,Volkswagen,up!,2013,Hatchback,112000.0,1000.0,Metan/Propan,Manual,5550.0,9,12444.444444444445,Middle mileage,Average rarity
8518,BMW,4 series,2015,Sedan,178800.0,2000.0,Diesel,Automatic,22500.0,7,25542.85714285714,High mileage,Average rarity
8519,Subaru,Outback,2007,Universal,252000.0,2500.0,Metan/Propan,Automatic,7190.0,15,16800.0,Middle mileage,Rare_Cheap
8520,BMW,X6,2017,Crossover,29560.0,3000.0,Diesel,Automatic,58000.0,5,5912.0,Middle mileage,Average rarity
8521,Hyundai,Matrix,2003,Minivan,220000.0,1497.0,Diesel,Manual,1000.0,19,11578.947368421053,Middle mileage,Average rarity
8522,Volkswagen,Polo,2005,Hatchback,285000.0,1400.0,Diesel,Manual,2900.0,17,16764.70588235294,Middle mileage,Average rarity
8523,Toyota,Rav 4,2019,Crossover,24000.0,2487.0,Hybrid,Automatic,26900.0,3,8000.0,Middle mileage,Average rarity
8524,Nissan,Note,2012,Microvan,174000.0,1468.0,Diesel,Manual,5500.0,10,17400.0,Middle mileage,Average rarity
8525,Audi,100,1984,Universal,384352.0,1800.0,Petrol,Manual,850.0,38,10114.526315789473,Middle mileage,Average rarity
8526,Opel,Astra,2009,Hatchback,188000.0,1300.0,Diesel,Manual,4800.0,13,14461.538461538461,Middle mileage,Average rarity
8527,Opel,Zafira,2006,Minivan,280124.0,1800.0,Petrol,Manual,5000.0,16,17507.75,Middle mileage,Average rarity
8528,Volkswagen,Passat CC,2012,Sedan,125000.0,2000.0,Petrol,Automatic,8500.0,10,12500.0,Middle mileage,Average rarity
8529,Renault,Megane,2016,Universal,197214.0,1500.0,Diesel,Manual,7800.0,6,32869.0,High mileage,Average rarity
8530,Chevrolet,Aveo,2012,Sedan,155127.0,1200.0,Petrol,Manual,4400.0,10,15512.7,Middle mileage,Rare_Cheap
8531,Hyundai,Santa FE,2014,Crossover,185000.0,2200.0,Diesel,Automatic,17000.0,8,23125.0,High mileage,Average rarity
8532,Jeep,Patriot,2008,SUV,215487.0,2000.0,Diesel,Manual,7700.0,14,15391.92857142857,Middle mileage,Rare_Cheap
8533,BMW,X5,2016,SUV,56000.0,1998.0,Plug-in Hybrid,Automatic,30000.0,6,9333.333333333334,Middle mileage,Average rarity
8534,Honda,CR-V,2018,Crossover,34000.0,1500.0,Petrol,Automatic,20400.0,4,8500.0,Middle mileage,Average rarity
8535,Mercedes,E Class,1997,Sedan,265000.0,3000.0,Diesel,Automatic,1599.0,25,10600.0,Middle mileage,Average rarity
8536,Mercedes,E Class,2011,Sedan,160000.0,3000.0,Diesel,Automatic,6999.0,11,14545.454545454546,Middle mileage,Average rarity
8537,Opel,Astra,1999,Universal,260000.0,1600.0,Metan/Propan,Manual,2400.0,23,11304.347826086956,Middle mileage,Average rarity
8538,Ford,Fiesta,2008,Coupe,210000.0,1400.0,Diesel,Manual,2850.0,14,15000.0,Middle mileage,Average rarity
8539,Mercedes,E Class,2014,Sedan,296000.0,2200.0,Diesel,Automatic,13500.0,8,37000.0,High mileage,Average rarity
8540,Nissan,Qashqai+2,2012,Crossover,128000.0,1500.0,Diesel,Manual,10999.0,10,12800.0,Middle mileage,Average rarity
8541,Dacia,Sandero,2009,Hatchback,149424.0,1400.0,Metan/Propan,Manual,3099.0,13,11494.153846153846,Middle mileage,Average rarity
8542,Peugeot,3008,2018,SUV,115000.0,1500.0,Diesel,Automatic,17690.0,4,28750.0,High mileage,Rare_Expensive
8543,Volvo,XC60,2012,Crossover,245000.0,2400.0,Diesel,Automatic,17450.0,10,24500.0,High mileage,Average rarity
8544,Volkswagen,Golf,2018,Hatchback,68000.0,2000.0,Petrol,Manual,14100.0,4,17000.0,Middle mileage,Average rarity
8545,Volkswagen,Transporter,2001,Microvan,220000.0,2500.0,Diesel,Manual,5500.0,21,10476.190476190477,Middle mileage,Average rarity
8546,Volkswagen,Golf,2001,Hatchback,250000.0,1600.0,Petrol,Manual,999.0,21,11904.761904761905,Middle mileage,Average rarity
8547,Mercedes,E Class,2011,Sedan,192000.0,2500.0,Diesel,Automatic,14790.0,11,17454.545454545456,Middle mileage,Average rarity
8548,Toyota,Auris,2015,Universal,166500.0,1800.0,Hybrid,Automatic,11700.0,7,23785.714285714286,High mileage,Average rarity
8549,Mercedes,GLC,2015,Crossover,190858.0,2143.0,Diesel,Automatic,25999.0,7,27265.428571428572,High mileage,Average rarity
8550,Lexus,RX Series,2004,Crossover,284352.0,3000.0,Petrol,Automatic,5000.0,18,15797.333333333334,Middle mileage,Average rarity
8551,BMW,X5,2003,SUV,294400.0,3000.0,Metan/Propan,Automatic,9900.0,19,15494.736842105263,Middle mileage,Average rarity
8552,Chevrolet,Cruze,2012,Sedan,165000.0,1800.0,Petrol,Automatic,5500.0,10,16500.0,Middle mileage,Rare_Cheap
8553,Renault,Scenic,2012,Minivan,192000.0,1500.0,Diesel,Manual,7099.0,10,19200.0,Middle mileage,Average rarity
8554,Ford,Transit Connect,2010,Minivan,171000.0,1800.0,Diesel,Manual,3900.0,12,14250.0,Middle mileage,Average rarity
8555,Audi,A6,2014,Sedan,89000.0,3000.0,Diesel,Automatic,31900.0,8,11125.0,Middle mileage,Average rarity
8556,Volkswagen,Transporter,2013,Microvan,210000.0,2000.0,Diesel,Automatic,11800.0,9,23333.333333333332,High mileage,Average rarity
8557,Nissan,Qashqai+2,2010,Crossover,250000.0,1500.0,Diesel,Manual,8150.0,12,20833.333333333332,High mileage,Average rarity
8558,Skoda,Octavia,2005,Hatchback,280000.0,1600.0,Petrol,Manual,5200.0,17,16470.58823529412,Middle mileage,Average rarity
8559,Toyota,Avensis,2004,Universal,207000.0,1800.0,Petrol,Manual,4999.0,18,11500.0,Middle mileage,Average rarity
8560,Suzuki,Grand Vitara,2006,SUV,185000.0,2000.0,Metan/Propan,Manual,6800.0,16,11562.5,Middle mileage,Rare_Cheap
8561,Skoda,Octavia,2009,Hatchback,122000.0,1400.0,Petrol,Manual,7500.0,13,9384.615384615385,Middle mileage,Average rarity
8562,Volkswagen,Tiguan,2019,Crossover,25164.0,2000.0,Petrol,Automatic,18300.0,3,8388.0,Middle mileage,Average rarity
8563,Volkswagen,Golf,2006,Hatchback,175000.0,1400.0,Petrol,Manual,4600.0,16,10937.5,Middle mileage,Average rarity
8564,Toyota,Avensis,2005,Hatchback,160000.0,2000.0,Diesel,Manual,1700.0,17,9411.764705882353,Middle mileage,Average rarity
8565,Hyundai,Santa FE,2018,SUV,123000.0,1995.0,Diesel,Automatic,23899.0,4,30750.0,High mileage,Average rarity
8566,Renault,Kangoo,2016,Combi,19000.0,1500.0,Diesel,Manual,7000.0,6,3166.6666666666665,Middle mileage,Average rarity
8567,KIA,Rio,2015,Hatchback,165000.0,1200.0,Diesel,Manual,6500.0,7,23571.428571428572,High mileage,Average rarity
8568,Volkswagen,Transporter,2009,Minivan,232525.0,1896.0,Diesel,Manual,6999.0,13,17886.53846153846,Middle mileage,Average rarity
8569,Skoda,Fabia,2004,Universal,300000.0,1200.0,Petrol,Manual,3000.0,18,16666.666666666668,Middle mileage,Average rarity
8570,Audi,A6,2018,Sedan,48000.0,1998.0,Petrol,Automatic,24999.0,4,12000.0,Middle mileage,Average rarity
8571,Honda,CR-V,2013,SUV,178000.0,2200.0,Diesel,Automatic,16800.0,9,19777.777777777777,Middle mileage,Average rarity
8572,Volkswagen,Transporter,2000,Minivan,500000.0,2500.0,Diesel,Manual,5300.0,22,22727.272727272728,High mileage,Average rarity
8573,KIA,Optima,2012,Sedan,140000.0,1999.0,Hybrid,Automatic,9800.0,10,14000.0,Middle mileage,Average rarity
8574,Toyota,Auris,2014,Hatchback,213000.0,1798.0,Hybrid,Automatic,9200.0,8,26625.0,High mileage,Average rarity
8575,Mercedes,E Class,2018,Sedan,30000.0,1950.0,Diesel,Automatic,44000.0,4,7500.0,Middle mileage,Average rarity
8576,Volvo,XC60,2015,Universal,110000.0,2400.0,Diesel,Automatic,22850.0,7,15714.285714285714,Middle mileage,Average rarity
8577,BMW,X5,2011,SUV,250000.0,3000.0,Diesel,Automatic,13500.0,11,22727.272727272728,High mileage,Average rarity
8578,Ford,Ranger,2009,Pickup,240000.0,3000.0,Diesel,Manual,9500.0,13,18461.53846153846,Middle mileage,Average rarity
8579,Toyota,Auris,2015,Universal,190500.0,1400.0,Diesel,Manual,9200.0,7,27214.285714285714,High mileage,Average rarity
8580,Renault,Grand Scenic,2017,Microvan,152000.0,1500.0,Diesel,Automatic,13500.0,5,30400.0,High mileage,Average rarity
8581,Toyota,Prius,2011,Hatchback,108000.0,1800.0,Hybrid,Automatic,7990.0,11,9818.181818181818,Middle mileage,Average rarity
8582,Ford,Focus,2016,Sedan,43000.0,2000.0,Petrol,Automatic,9000.0,6,7166.666666666667,Middle mileage,Average rarity
8583,Mercedes,E Class,2009,Sedan,232000.0,1800.0,Metan/Propan,Automatic,8900.0,13,17846.153846153848,Middle mileage,Average rarity
8584,Volkswagen,Transporter,2000,Minivan,298000.0,2500.0,Diesel,Manual,5200.0,22,13545.454545454546,Middle mileage,Average rarity
8585,Toyota,Auris,2009,Hatchback,181400.0,1400.0,Diesel,Automatic,7300.0,13,13953.846153846154,Middle mileage,Average rarity
8586,Volkswagen,Caddy,2011,Combi,173251.0,1600.0,Diesel,Manual,6800.0,11,15750.09090909091,Middle mileage,Average rarity
8587,Volvo,XC90,2020,Crossover,5404.0,1969.0,Hybrid,Automatic,58499.0,2,2702.0,Middle mileage,Average rarity
8588,Volkswagen,Tiguan,2013,SUV,135000.0,1400.0,Petrol,Manual,11500.0,9,15000.0,Middle mileage,Average rarity
8589,BMW,3 Series,2005,Universal,319000.0,1800.0,Petrol,Manual,3800.0,17,18764.70588235294,Middle mileage,Average rarity
8590,Renault,Megane,2005,Hatchback,243500.0,1500.0,Diesel,Manual,3499.0,17,14323.529411764706,Middle mileage,Average rarity
8591,BMW,7 Series,2018,Sedan,76777.0,1998.0,Plug-in Hybrid,Automatic,44999.0,4,19194.25,Middle mileage,Average rarity
8592,BMW,X3,2014,SUV,148800.0,1995.0,Petrol,Automatic,17500.0,8,18600.0,Middle mileage,Average rarity
8593,Dacia,Logan,2014,Sedan,215361.0,1200.0,Metan/Propan,Manual,2699.0,8,26920.125,High mileage,Average rarity
8594,Mercedes,E Class,2005,Sedan,270000.0,1800.0,Metan/Propan,Automatic,6500.0,17,15882.35294117647,Middle mileage,Average rarity
8595,Mercedes,GLK Class,2013,SUV,215000.0,2200.0,Diesel,Automatic,18800.0,9,23888.88888888889,High mileage,Average rarity
8596,Toyota,Rav 4,2007,Crossover,235000.0,2200.0,Diesel,Manual,9000.0,15,15666.666666666666,Middle mileage,Average rarity
8597,Honda,CR-V,2013,SUV,125000.0,2199.0,Diesel,Manual,16659.0,9,13888.888888888889,Middle mileage,Average rarity
8598,Renault,Scenic,2014,Universal,17700.0,1500.0,Diesel,Manual,6699.0,8,2212.5,Middle mileage,Average rarity
8599,Opel,Tigra,1996,Coupe,250000.0,1400.0,Petrol,Automatic,2700.0,26,9615.384615384615,Middle mileage,Average rarity
8600,Dacia,Logan,2006,Sedan,20000.0,1400.0,Petrol,Manual,1600.0,16,1250.0,Middle mileage,Average rarity
8601,Audi,Allroad,2002,Coupe,2500.0,2500.0,Diesel,Automatic,5700.0,20,125.0,Middle mileage,Average rarity
8602,BMW,7 Series,2013,Sedan,166000.0,4000.0,Diesel,Automatic,25000.0,9,18444.444444444445,Middle mileage,Average rarity
8603,Nissan,X-Trail,2002,Crossover,270000.0,200.0,Metan/Propan,Manual,5000.0,20,13500.0,Middle mileage,Average rarity
8604,Volkswagen,Golf Plus,2005,Hatchback,270000.0,1900.0,Diesel,Manual,4500.0,17,15882.35294117647,Middle mileage,Average rarity
8605,BMW,3 Series,2015,Sedan,142000.0,1998.0,Petrol,Automatic,18350.0,7,20285.714285714286,High mileage,Average rarity
8606,Lexus,CT Series,2015,Hatchback,146000.0,1798.0,Hybrid,Automatic,13500.0,7,20857.14285714286,High mileage,Average rarity
8607,Volkswagen,Passat,2016,Sedan,65000.0,1798.0,Petrol,Automatic,14500.0,6,10833.333333333334,Middle mileage,Average rarity
8608,Audi,TT,2001,Coupe,200200.0,1800.0,Petrol,Manual,2500.0,21,9533.333333333334,Middle mileage,Average rarity
8609,Mitsubishi,Outlander,2015,Crossover,144680.0,198.0,Plug-in Hybrid,Automatic,16000.0,7,20668.571428571428,High mileage,Average rarity
8610,Nissan,Juke,2014,Crossover,102000.0,1500.0,Diesel,Manual,8350.0,8,12750.0,Middle mileage,Average rarity
8611,Volkswagen,Passat,2013,Universal,210000.0,2000.0,Diesel,Manual,10400.0,9,23333.333333333332,High mileage,Average rarity
8612,Citroen,C3,2007,Hatchback,260000.0,1400.0,Metan/Propan,Manual,3100.0,15,17333.333333333332,Middle mileage,Rare_Cheap
8613,Renault,Clio,2004,Hatchback,228007.0,1200.0,Petrol,Manual,1550.0,18,12667.055555555555,Middle mileage,Average rarity
8614,Mazda,323,1993,Hatchback,295350.0,1600.0,Petrol,Manual,1050.0,29,10184.48275862069,Middle mileage,Rare_Cheap
8615,Porsche,Boxster,2012,Cabriolet,140000.0,2893.0,Petrol,Automatic,17999.0,10,14000.0,Middle mileage,Rare_Expensive
8616,Opel,Corsa,2003,Coupe,10000.0,1300.0,Diesel,Manual,25000.0,19,526.3157894736842,Middle mileage,Average rarity
